year released,artist_name,artist_ID,album_ID,track_name,track_id,popularity,key,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist_genre
2016,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,42WVQWuf1teDysXiOupIZt,goosebumps,6gBFPUFcJLzWGx4lenP6h2,87,7.0,1.0,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,130.049,4.0,"['rap', 'slap house']"
2016,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,0MWrKayUshRuT8maG4ZAOU,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,61,6.0,0.0,0.316,0.68,0.701,4.72e-06,0.111,-10.36,0.036000000000000004,108.287,4.0,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
2016,James Arthur,4IWBUUAFIplrNtaOHcJPRM,7oiJYvEJHsmYtrgviAVIBD,Train Wreck,55Am8neGJkdj2ADaM3aw5H,86,6.0,0.0,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,4.0,"['pop', 'talent show', 'uk pop']"
2016,Schoolgirl Byebye,6kfcndVsu8F9Y5gL5xc717,5gWxh24iphqQ8WDh8MBMfe,"Year,2015",0UsmyJDsst2xhX1ZiFF3JW,20,9.0,1.0,0.9690000000000001,0.314,0.0855,0.795,0.16,-15.775,0.0342,69.893,3.0,"['chinese indie', 'sinogaze', 'southern china indie']"
2016,James Arthur,4IWBUUAFIplrNtaOHcJPRM,7oiJYvEJHsmYtrgviAVIBD,Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,85,10.0,1.0,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059000000000000004,85.04299999999999,4.0,"['pop', 'talent show', 'uk pop']"
2016,Faith No More,6GbCJZrI318Ybm8mY36Of5,42uSfP4HXXGZn6kE3dZadO,Ashes to Ashes - 2016 Remaster,0tZ9qh1m1NGP6rzSf57PGO,53,0.0,1.0,8.52e-05,0.5720000000000001,0.81,0.000138,0.0998,-7.407,0.0274,98.459,4.0,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'rap metal', 'rock']"
2016,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2ODvWsOgouMbaA5xf0RkJe,Starboy,7MXVkk9YMctZqd1Srtv4MB,85,7.0,1.0,0.141,0.679,0.5870000000000001,6.35e-06,0.13699999999999998,-7.015,0.276,186.003,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']"
2016,The Kiboomers,1qKLikeNYpQFSsDAjg7HpI,73QnTQ25dx7JJuwpYkRnzu,The Months of the Year - 2014 Version,58lQgf1Y5gRJRr6S0Nwp50,31,2.0,1.0,0.843,0.903,0.262,0.0,0.109,-12.527999999999999,0.081,95.098,4.0,"[""children's music"", 'music box']"
2016,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,2zbTrm2pIAErzFSopinkbN,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,75,5.0,1.0,0.613,0.664,0.573,0.000363,0.0857,-6.519,0.0277,76.023,4.0,"['folk-pop', 'modern rock', 'pop', 'stomp and holler']"
2016,The Cars,6DCIj8jNaNpBz8e5oKFPtp,5cGElNWN4q4dT9EtVsf3mZ,Good Times Roll - 2016 Remaster,0nFKHCf1Ibij8m370l2KlZ,37,4.0,1.0,0.0731,0.631,0.6890000000000001,0.000357,0.102,-8.357999999999999,0.0284,107.667,4.0,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'power pop', 'rock', 'soft rock']"
2016,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,4Carzsnpd6yvuHZ49I0oz8,Redbone,0wXuerDYiBnERgIpbb3JBR,82,1.0,1.0,0.16699999999999998,0.743,0.34700000000000003,0.00951,0.10300000000000001,-11.174000000000001,0.121,160.143,4.0,"['atl hip hop', 'hip hop', 'pop rap', 'rap']"
2016,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,0E59vg6z9hQoK200ISntKk,Losing a Whole Year - 2006 Remaster,4OtTVS1297d8h56MAX4Wpy,27,4.0,1.0,3.68e-05,0.409,0.86,0.000204,0.0816,-5.0360000000000005,0.0369,175.671,4.0,"['alternative rock', 'neo mellow', 'pop rock', 'post-grunge', 'rock']"
2016,Post Malone,246dkjvS1zLTtiykXe5h60,5s0rmjP8XOPhP6HhqOhuyC,I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,81,8.0,0.0,0.0689,0.556,0.5379999999999999,0.0,0.196,-5.4079999999999995,0.0382,143.95,4.0,"['dfw rap', 'melodic rap', 'rap']"
2016,Amanda Crow,7nERGXF0DkbBgi9EQC8uU0,25V2bQg1mrn4aPJYeQoWQ8,7-Years - Piano Version,6lLbXngX2Vnm9UXfY4T4iW,38,10.0,1.0,0.968,0.626,0.18899999999999997,0.9329999999999999,0.146,-14.645,0.0439,112.12100000000001,4.0,['classify']
2016,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,0rSLgV8p5FzfnqlEk4GzxE,Closer,7BKLCZ1jbUBVqRi2FVlTVw,84,8.0,1.0,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4.0,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']"
2016,Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ,00DpCtHn284WiPNunv1QG8,K-LOVE Fan Awards: Songs of the Year (2015 Mash-Up),5rJw9VsPNdfnV9Ar97xZG2,33,4.0,1.0,0.397,0.39,0.455,0.0,0.125,-4.247,0.0316,107.012,4.0,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']"
