year released,artist_name,artist_ID,album_ID,track_name,track_id,popularity,key,mode,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,artist_genre
2011,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,3w0VffyaakTvUtTwjPCo7Y,The A Team,6wJhz2jABaX2oMChhGy39Y,55,9.0,1.0,0.669,0.642,0.289,0.0,0.18,-9.918,0.0367,84.99600000000001,4.0,"['pop', 'uk pop']"
2011,Tori Amos,1KsASRNugxU85T0u6zSg32,7LtHJM8ORJlGoZvcPU9X4U,Pretty Good Year - 2015 Remaster,70euagGKfDWkSQCoZtHFdh,22,6.0,1.0,0.9329999999999999,0.38799999999999996,0.195,3.97e-06,0.0989,-14.857000000000001,0.0339,133.15200000000002,4.0,"['art pop', 'ectofolk', 'folk', 'lilith', 'melancholia', 'new wave pop', 'permanent wave', 'piano rock', 'pop rock', 'singer-songwriter']"
2011,Snoop Dogg,7hJcb9fa4alzcOq3EaNPoG,11Bkx3E99vf0IlYPND61LJ,"Young, Wild & Free (feat. Bruno Mars)",5HQVUIKwCEXpe7JIHyY734,77,0.0,1.0,0.0525,0.715,0.655,0.0,0.115,-6.425,0.13699999999999998,95.07799999999999,4.0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
2011,The Hollies,6waa8mKu91GjzD4NlONlNJ,1txkFue9PpQ9ZJ5e0co6ZP,Zip a Dee Doo Dah (Song of the South) - 2011 Remaster,6UOLmmwaXWYpAIM1RYtgjt,24,4.0,1.0,0.0008699999999999999,0.396,0.765,0.0055899999999999995,0.136,-7.712000000000001,0.0414,151.54399999999998,4.0,"['adult standards', 'album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'psychedelic rock', 'rock', 'rock-and-roll', 'soft rock']"
2011,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,73pAZrAw8W3Ey9hBJYOVLt,It Will Rain,4rMNgxEwGWoPHIUcvB5BrB,61,2.0,1.0,0.359,0.574,0.8240000000000001,0.0,0.0816,-6.885,0.0463,149.981,4.0,['pop']
2011,Iron Maiden,6mdiAmATAx73kdxrNrnlao,0OEg65hPhgP7B0Dy9TqP2L,Wasted Years - 2015 Remaster,1HM7Vp84E4SMzdrZONg6bH,63,4.0,0.0,0.0263,0.314,0.9590000000000001,0.000148,0.161,-4.657,0.0908,154.221,4.0,"['album rock', 'hard rock', 'metal', 'nwobhm', 'rock']"
2011,AWOLNATION,4njdEjTnLfcGImKZu1iSrz,6dMfMvS3hyk3ZCl4yljEDD,Sail,5xhQChGGhKLWqBqX4XhtYE,75,1.0,1.0,0.452,0.825,0.435,0.609,0.0953,-9.582,0.0568,119.038,4.0,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp pop']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,0U4PSIvw4TzziBkjll63Mv,Love Is The Seventh Wave - 2011 Remix,3wSHt82WoXEtBAnzBjUTKM,27,7.0,1.0,0.191,0.62,0.563,0.0,0.139,-9.03,0.0365,80.82600000000001,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,0VmE95pr5TSpZWucfyhO5e,Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,74,0.0,1.0,0.046,0.562,0.9390000000000001,0.0,0.11199999999999999,-4.282,0.0475,116.044,4.0,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']"
2011,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,0MWrKayUshRuT8maG4ZAOU,Golden Years - 2016 Remaster,4JRem7xHp2l0kmUvt9zCKu,61,6.0,0.0,0.316,0.68,0.701,4.72e-06,0.111,-10.36,0.036000000000000004,108.287,4.0,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
2011,Adele,4dpARuHxo51G3z768sgnrY,5duyQokC4FMcWPYTV9Gpf9,Set Fire to the Rain,3di5hcvxxciiqwMH1jarhY,75,2.0,0.0,0.004079999999999999,0.603,0.67,1.68e-06,0.11199999999999999,-3.8819999999999997,0.0249,107.993,4.0,"['british soul', 'pop', 'pop soul', 'uk pop']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,0U4PSIvw4TzziBkjll63Mv,Moon Over Bourbon Street - 2011 Remix,1vEf2oh0p7mkTEEbsIN9lx,28,5.0,0.0,0.64,0.40399999999999997,0.18899999999999997,0.0152,0.11199999999999999,-14.494000000000002,0.0408,126.15,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2R7iJz5uaHjLEVnMkloO18,Paradise,6nek1Nin9q48AVZcWs9e9D,79,5.0,1.0,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4.0,"['permanent wave', 'pop']"
2011,Anthem Lights,7kwEvDE8e7EBGKh5bLczqQ,0r796NliuFZILSuOssNPXj,K-Love Fan Awards: Songs of the Year (2014 Mash-Up),00ohIpPn9LkKpeIqhfIU9V,28,11.0,1.0,0.8290000000000001,0.42,0.281,0.0,0.376,-8.204,0.0334,119.515,4.0,"['ccm', 'christian alternative rock', 'christian music', 'viral pop']"
2011,LMFAO,3sgFRtyBnxXD5ESfmbK4dl,1MbBSfcqLg2OjkeZ1RMSIq,Party Rock Anthem,0IkKz2J93C94Ei4BvDop7P,67,5.0,0.0,0.0189,0.75,0.727,0.0,0.266,-4.21,0.142,129.993,4.0,"['dance pop', 'edm', 'pop', 'pop dance', 'pop rap']"
2011,God Is An Astronaut,079svMEXkbT5nGU2kfoqO2,75oLHUz0HdATfOIcOdauQ9,New Years End,6HpchlfDUQzjRYYQCvTWUH,26,4.0,0.0,0.0579,0.578,0.77,0.8909999999999999,0.11699999999999999,-7.492000000000001,0.025,103.985,4.0,"['cosmic post-rock', 'instrumental post-rock', 'post-rock']"
2011,Hot Chelle Rae,6jTnHxhb6cDCaCu4rdvsQ0,0UkgnXc0w7qiRE2X086BdN,Tonight Tonight,2i0AUcEnsDm3dsqLrFWUCq,74,4.0,1.0,0.0764,0.6859999999999999,0.7829999999999999,0.0,0.163,-4.977,0.11900000000000001,99.978,4.0,"['dance pop', 'neon pop punk', 'pop', 'pop punk', 'pop rock', 'post-teen pop', 'viral pop']"
2011,The National,2cCUtGK9sDU2EoElnk0GNB,68NmQ5XgjHsKYcJZJKkvSp,29 Years - 2021 Remaster,7BeCxon082GMTXsHjzx7MS,7,0.0,1.0,0.888,0.509,0.28800000000000003,0.461,0.322,-22.773000000000003,0.151,140.626,1.0,"['indie rock', 'modern rock', 'stomp and holler']"
2011,Eric Church,2IvkS5MXK0vPGnwyJsrEyV,5dtw6CoMhbrSj01YUvdQOF,Drink In My Hand,1cktZnxiONH0hR6Q3DKy8h,70,0.0,1.0,0.00635,0.626,0.9129999999999999,0.0,0.293,-4.452,0.0318,113.044,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
2011,Queen,1dfeR4HaWDbWqFHLkxsg1d,2nTP7Q6V06ATrZ2A4vUWo1,One Year Of Love - Remastered 2011,66Rt7x7gp6Ofr8055bPJjA,11,11.0,0.0,0.268,0.569,0.379,0.000291,0.364,-8.555,0.0263,110.97200000000001,3.0,"['classic rock', 'glam rock', 'rock']"
2011,Luke Bryan,0BvkDsjIUla7X0k6CSWh1I,4ybWq0AegFFAvHULAe7q0K,Country Girl (Shake It For Me),0yD66650JxhqKbW76C2qCo,69,2.0,1.0,0.0293,0.645,0.904,0.0,0.0834,-4.532,0.0462,105.97,4.0,"['contemporary country', 'country', 'country road']"
2011,Riff Raff,31IZdHrCZ5pRhLz4zBxN3o,5OhgqUEU6DDumwbP8k11xZ,Rookie of the Year 2013,4KoDsg2EbYPgqpXSrKqB7F,18,2.0,1.0,0.0044,0.773,0.8590000000000001,0.007109999999999999,0.11699999999999999,-6.459,0.0573,159.955,4.0,['trap']
2011,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,16ySsalaP2FiKVDlYCWnYh,We Found Love,1zv3WFUbZ5vPxFq9I2jAU1,53,1.0,1.0,0.025,0.7340000000000001,0.7659999999999999,0.0013800000000000002,0.10800000000000001,-4.485,0.0383,127.986,4.0,"['barbadian pop', 'dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,6djIZD2d3HfAUuqfGF86Vb,If You Love Somebody Set Them Free - 2011 Remix,7iKaBvvxTBo1aKSEViajcY,18,9.0,0.0,0.111,0.618,0.846,0.000786,0.0658,-7.893,0.0272,122.698,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Pitbull,0TnOYISbd1XYRBk9myaseg,4rG0MhkU6UojACJxkMHIXB,International Love (feat. Chris Brown),62zFEHfAYl5kdHYOivj4BC,75,0.0,0.0,0.0124,0.67,0.855,0.0,0.335,-3.035,0.0499,120.05,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop dance', 'pop rap']"
2011,Vera Lynn,2rJkmlVHePMo2gk0InTZRS,2DWg5EgpevBgYN4lwSyBXU,The Loveliest Night Of The Year - 2017 Version,1R9zW8DFjW6NLDjrlKwCyN,17,5.0,1.0,0.9229999999999999,0.18100000000000002,0.16,4.1899999999999995e-05,0.272,-14.427999999999999,0.0318,83.181,4.0,"['adult standards', 'easy listening', 'lounge']"
2011,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,5maeycU97NHBgwRr2h2A4O,Born This Way,6r2BECwMgEoRb5yLfp0Hca,67,11.0,1.0,0.0032700000000000003,0.5870000000000001,0.828,0.0,0.331,-5.1080000000000005,0.161,123.90700000000001,4.0,"['dance pop', 'pop', 'pop dance']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,0U4PSIvw4TzziBkjll63Mv,Consider Me Gone - 2011 Remix,0y03JJsP2O9SbDDhce0rkL,22,6.0,1.0,0.314,0.535,0.44799999999999995,7.36e-05,0.0522,-10.185,0.0857,123.432,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Hunter Hayes,7H6dkUChT5EoOQtUVMg4cN,5hVo5O3pGkc1VibXveW8gx,Wanted,0p1BcEcYVO3uk4KDf3gzkY,69,0.0,1.0,0.268,0.42100000000000004,0.47600000000000003,0.0,0.0816,-7.692,0.0298,169.78400000000002,4.0,"['contemporary country', 'country', 'country road', 'modern country rock', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
2011,Doug Kidder,7aQzlvL9UKielsXdoEiK5Z,0474Ej6liUyK80Yre4Yrjz,The Year 2012,2010yp6b0alCtZ2zkXFBQw,0,3.0,1.0,0.946,0.623,0.155,0.00939,0.187,-12.725999999999999,0.0429,117.16799999999999,4.0,['NaN']
2011,Bon Iver,4LEiUm1SRbFMgfqnQTwUbQ,1JlvIsP2f6ckoa62aN7kLn,Holocene,4fbvXwMTXPWaFyaMWUm9CR,69,1.0,1.0,0.943,0.375,0.304,0.303,0.126,-14.52,0.0302,147.989,4.0,"['eau claire indie', 'indie folk', 'melancholia']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,0U4PSIvw4TzziBkjll63Mv,We'll Be Together - 2011 Remix,5SrTrkEiXhLrixuZh1aKOo,24,0.0,1.0,0.0401,0.775,0.795,0.00011399999999999999,0.0425,-7.7989999999999995,0.0339,116.346,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Drake,3TVXtAsR1Inumwj472S9r4,0NGwRz0semIXUCSxR0uffa,The Motto,2Sjm7A6JATOrnlybKFX4Vb,53,1.0,1.0,0.00010700000000000001,0.7659999999999999,0.442,6.12e-05,0.111,-8.558,0.35600000000000004,201.8,4.0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']"
2011,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,1rsuMrShADzjheFkAh1kKW,"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 2",7tH6tGz6cQtpYReqHTlyjN,18,2.0,1.0,0.00499,0.397,0.638,0.0,0.364,-7.256,0.17600000000000002,134.284,1.0,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
2011,Selena Gomez & The Scene,6dJeKm76NjfXBNTpHmOhfO,49yHvRh1cOfLcEKukEP7Ox,Love You Like A Love Song,0laYHRpNTS6i8FXdupHkJ4,77,1.0,0.0,0.0761,0.858,0.6779999999999999,0.0,0.0741,-3.87,0.0469,117.009,4.0,"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,6djIZD2d3HfAUuqfGF86Vb,"Message In A Bottle - Live at Irving Plaza, 2011 Remix",3fkI2iI1WEIVYjO0qroOZt,19,1.0,0.0,0.0319,0.251,0.853,0.0,0.79,-8.955,0.11599999999999999,154.134,4.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Jessie J,2gsggkzM5R49q6jpPvazou,3ga4adzUpLaS2LDcoqfs2r,Domino,6MAdEUilV2p9RQUqE5bMAK,65,7.0,1.0,0.0115,0.757,0.547,0.0,0.0445,-4.573,0.0355,126.977,4.0,"['dance pop', 'electropop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'viral pop']"
2011,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,1rsuMrShADzjheFkAh1kKW,"A State Of Trance (ASOT 996) - Tune Of The Year 2019 Top 3, Pt. 1",7Kh32CyazzTdVEBXjKINVO,18,7.0,1.0,0.0236,0.542,0.794,0.0,0.14800000000000002,-6.412999999999999,0.303,143.377,3.0,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']"
2011,Jake Owen,1n2pb9Tsfe4SwAjmUac6YT,4GeJssW5iLOSLOIXhLfOUJ,Barefoot Blue Jean Night,3ts6xK5GzfMAAriT9AIBmP,69,4.0,1.0,0.20800000000000002,0.6,0.8079999999999999,0.0,0.196,-4.678999999999999,0.0403,172.016,4.0,"['contemporary country', 'country', 'country road', 'modern country rock']"
2011,Cosmic Gate,6ySxYu68zTsO5ghsThpGtS,6eTD11XlG9MORyhrUrmuwf,Be Your Sound [ASOT 541] - Original Mix,35KDaCInn3iPjb05DRqu46,23,4.0,0.0,1.4300000000000002e-05,0.408,0.775,1.06e-05,0.531,-8.466000000000001,0.0348,129.94899999999998,4.0,"['edm', 'german techno', 'german trance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']"
2011,Jennifer Lopez,2DlGxzQSjYe5N6G9nkYghR,543NK5YT3RjGmP7nFzWJPm,On The Floor - Radio Edit,0Oe49j06Bjrxs8PltuVeaW,75,11.0,1.0,0.0848,0.758,0.6859999999999999,0.0012699999999999999,0.142,-6.346,0.0792,130.007,4.0,"['dance pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'urban contemporary']"
2011,David Bowie,0oSGxfWSnnOXhD2fKuz2Gy,48D1hRORqJq52qsnUYZX56,Five Years - 2012 Remaster,1JIzFhI9Lt5FyslawmHCBi,58,7.0,1.0,0.142,0.46,0.326,1.01e-05,0.0449,-10.699000000000002,0.0417,152.531,3.0,"['album rock', 'art rock', 'classic rock', 'dance rock', 'glam rock', 'permanent wave', 'rock']"
2011,Avril Lavigne,0p4nmQO2msCgU4IF37Wi3j,1COPJyU2PpM2Itcob3vhFF,What the Hell,2z4U9d5OAA4YLNXoCgioxo,74,6.0,0.0,0.00472,0.578,0.9259999999999999,0.0127,0.14,-3.6889999999999996,0.0548,149.976,4.0,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
2011,Sting,0Ty63ceoRnnJKVEYP0VQpk,0U4PSIvw4TzziBkjll63Mv,"I Burn For You - Live In Paris, 1985 / 2011 Remix",7EOMXKliVGTJE3f9dY0hmW,23,0.0,0.0,0.247,0.34600000000000003,0.48100000000000004,0.00494,0.61,-12.374,0.0285,143.07,3.0,"['permanent wave', 'soft rock', 'sophisti-pop']"
2011,Wiz Khalifa,137W8MRPWKqSmrBGDBFSop,6ZOXiVL8rmk2ATHJiFJhiD,Black and Yellow,5A6OHHy73AR5tLxgTc98zz,74,2.0,0.0,0.0646,0.684,0.8340000000000001,0.0,0.271,-4.524,0.0675,164.02,4.0,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
2011,DJ Pablo,0PKDowhhLtKB1j72dI6eH9,73gcSstQlDqa1YfUGI6rlo,The Last Battle,1QFoXBck4NxsMqTfip0eIQ,25,2.0,1.0,0.00045999999999999996,0.695,0.8809999999999999,0.7979999999999999,0.11,-5.67,0.0583,135.041,4.0,['NaN']
2011,Christina Perri,7H55rcKCfwqkyDFH9wpKM6,3XNK8vPk3O1rjhDZyOMJ6n,Jar of Hearts,0HZhYMZOcUzZKSFwPOti6m,73,3.0,1.0,0.726,0.349,0.348,0.0,0.12,-6.142,0.0316,74.541,4.0,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
2011,Paul Simon,2CvCyf1gEVhI0mX6aFXmVI,2Zd5bnakQTssUYBOh0y0hA,Still Crazy After All These Years,1s0tRzAPN1DKp8rPWeGwxr,16,7.0,1.0,0.825,0.47200000000000003,0.254,1.85e-05,0.092,-11.776,0.0294,110.057,3.0,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']"
2011,Lupe Fiasco,01QTIT5P1pFP3QnnFSdsJf,1j0apvEvaWbTmlZpKsfr2D,The Show Goes On,4NTWZqvfQTlOMitlVn6tew,71,7.0,1.0,0.0189,0.591,0.889,0.0,0.155,-3.839,0.115,143.067,4.0,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'gangster rap', 'hip hop', 'political hip hop', 'pop rap', 'rap', 'southern hip hop']"
